TotalRevenue,TotalOrders,FirstPurchase,LastPurchase,RetentionPeriodDays,AverageOrderValue,RevenueSegment,RegionSegment,RetentionPeriodYears,PurchaseFrequency,CLTV
177.69,7,21-10-2010 12:43,21-10-2010 12:43,0,25.38428571,Medium,United Kingdom,0,0,0
209.57,14,25-03-2010 16:17,12-05-2010 15:41,47,14.96928571,Medium,United Kingdom,0.128767123,108.7234043,210
160.55,8,11-12-2009 15:06,11-12-2009 15:06,0,20.06875,Medium,United Kingdom,0,0,0
336.5,18,08-03-2010 14:07,08-03-2010 14:07,0,18.69444444,Medium,United Kingdom,0,0,0
658.18,40,19-05-2010 12:40,16-11-2010 18:47,181,16.4545,High,United Kingdom,0.495890411,80.66298343,659
2422.2,73,28-04-2010 11:57,07-12-2010 12:18,223,33.18082192,VIP,United Kingdom,0.610958904,119.4843049,2423
747.85,27,09-07-2010 13:27,18-08-2010 15:10,40,27.69814815,High,United Kingdom,0.109589041,246.375,748
100.91,8,19-11-2010 16:57,19-11-2010 16:57,0,12.61375,Medium,United Kingdom,0,0,0
54.7,3,26-07-2010 10:06,26-07-2010 10:06,0,18.23333333,Low,United Kingdom,0,0,0
309.16,21,14-11-2010 11:50,14-11-2010 11:50,0,14.72190476,Medium,United Kingdom,0,0,0
1141.84,62,14-01-2010 13:36,25-05-2010 10:25,130,18.41677419,VIP,United Kingdom,0.356164384,174.0769231,1142
287.25,7,08-04-2010 08:01,14-11-2010 14:17,220,41.03571429,Medium,United Kingdom,0.602739726,11.61363636,288
718.51,31,27-05-2010 09:59,27-05-2010 09:59,0,23.17774194,High,United Kingdom,0,0,0
6493.14,215,08-02-2010 09:22,24-11-2010 09:49,289,30.20065116,VIP,United Kingdom,0.791780822,271.5397924,6494
1289.64,50,13-04-2010 16:33,07-06-2010 12:10,54,25.7928,VIP,United Kingdom,0.147945205,337.962963,1290
4191.92,209,07-12-2009 11:46,23-11-2010 12:22,351,20.05703349,VIP,Greece,0.961643836,217.3361823,4192
206.08,15,15-10-2010 10:20,15-10-2010 10:20,0,13.73866667,Medium,United Kingdom,0,0,0
84541.17,948,02-12-2009 10:52,07-12-2010 09:51,369,89.17844937,VIP,United Kingdom,1.010958904,937.7235772,84542
2542.83,92,10-12-2009 19:35,13-09-2010 10:46,276,27.63945652,VIP,United Kingdom,0.756164384,121.6666667,2543
645.6,12,17-08-2010 15:08,27-10-2010 11:13,70,53.8,High,United Kingdom,0.191780822,62.57142857,646
313.35,43,08-02-2010 14:00,08-02-2010 14:00,0,7.287209302,Medium,United Kingdom,0,0,0
963.49,92,07-06-2010 13:29,10-11-2010 13:47,156,10.47271739,High,United Kingdom,0.42739726,215.2564103,964
182.62,56,26-11-2010 12:50,26-11-2010 12:50,0,3.261071429,Medium,United Kingdom,0,0,0
329.42,77,28-03-2010 13:31,10-10-2010 12:40,195,4.278181818,Medium,United Kingdom,0.534246575,144.1282051,330
3265.45,140,01-12-2009 09:57,06-12-2010 15:18,370,23.32464286,VIP,United Kingdom,1.01369863,138.1081081,3266
554.85,33,01-10-2010 11:49,10-11-2010 16:25,40,16.81363636,High,United Kingdom,0.109589041,301.125,555
394.14,37,27-09-2010 16:20,27-09-2010 16:29,0,10.65243243,Medium,United Kingdom,0,0,0
739.2,17,07-10-2010 09:12,07-11-2010 11:54,31,43.48235294,High,United Kingdom,0.084931507,200.1612903,740
2970.14,78,17-12-2009 16:18,09-12-2010 12:20,356,38.07871795,VIP,United Kingdom,0.975342466,79.97191011,2971
1240.25,82,11-01-2010 12:29,08-04-2010 17:51,87,15.125,VIP,United Kingdom,0.238356164,344.0229885,1241
725.21,152,06-12-2009 16:17,09-12-2010 20:01,368,4.771118421,High,United Kingdom,1.008219178,150.7608696,726
970.12,44,31-03-2010 12:57,30-06-2010 12:17,90,22.04818182,High,United Kingdom,0.246575342,178.4444444,971
65.34,4,19-11-2010 08:13,19-11-2010 08:13,0,16.335,Low,United Kingdom,0,0,0
34.8,1,01-10-2010 09:14,01-10-2010 09:14,0,34.8,Low,United Kingdom,0,0,0
1445.47,83,25-02-2010 16:55,14-09-2010 13:32,200,17.4153012,VIP,United Kingdom,0.547945205,151.475,1446
288.33,13,26-01-2010 12:00,15-10-2010 12:09,262,22.17923077,Medium,United Kingdom,0.717808219,18.11068702,289
1176.84,144,13-12-2009 12:36,01-04-2010 12:07,108,8.1725,VIP,United Kingdom,0.295890411,486.6666667,1177
1011.7,39,19-04-2010 09:47,21-11-2010 11:37,216,25.94102564,VIP,United Kingdom,0.591780822,65.90277778,1012
119.86,31,18-07-2010 11:36,18-07-2010 11:36,0,3.866451613,Medium,United Kingdom,0,0,0
170.1,39,08-03-2010 12:08,08-03-2010 12:17,0,4.361538462,Medium,United Kingdom,0,0,0
120.05,13,08-06-2010 12:41,08-06-2010 12:41,0,9.234615385,Medium,United Kingdom,0,0,0
944.82,88,14-11-2010 14:47,14-11-2010 15:08,0,10.73659091,High,United Kingdom,0,0,0
767.54,119,11-05-2010 10:04,14-11-2010 15:30,187,6.449915966,High,United Kingdom,0.512328767,232.2727273,768
727.85,31,12-02-2010 14:34,29-11-2010 09:41,289,23.47903226,High,United Kingdom,0.791780822,39.15224913,728
627.96,29,08-11-2010 16:19,26-11-2010 15:19,17,21.6537931,High,United Kingdom,0.046575342,622.6470588,628
2239.48,279,07-02-2010 15:07,07-11-2010 14:51,272,8.026810036,VIP,United Kingdom,0.745205479,374.3933824,2240
2154.88,107,22-03-2010 09:19,02-12-2010 18:46,255,20.13906542,VIP,United Kingdom,0.698630137,153.1568627,2155
2270,4,08-04-2010 09:44,24-08-2010 09:49,138,567.5,VIP,United Kingdom,0.378082192,10.57971014,2270
565.43,159,02-05-2010 16:02,10-10-2010 12:09,160,3.556163522,High,United Kingdom,0.438356164,362.71875,566
142.77,8,25-11-2010 17:00,25-11-2010 17:00,0,17.84625,Medium,United Kingdom,0,0,0
34,1,07-12-2009 10:15,07-12-2009 10:15,0,34,Low,United Kingdom,0,0,0
259.17,28,11-11-2010 14:36,11-11-2010 14:36,0,9.256071429,Medium,United Kingdom,0,0,0
167.62,12,15-07-2010 12:02,15-07-2010 12:02,0,13.96833333,Medium,United Kingdom,0,0,0
1040.85,29,17-02-2010 12:11,09-11-2010 14:49,265,35.89137931,VIP,United Kingdom,0.726027397,39.94339623,1041
537.9,146,06-12-2009 13:29,14-11-2010 12:36,342,3.684246575,High,United Kingdom,0.936986301,155.8187135,538
392.38,29,07-04-2010 10:02,10-05-2010 14:54,33,13.53034483,Medium,United Kingdom,0.090410959,320.7575758,393
131.83,30,02-05-2010 11:54,02-05-2010 11:54,0,4.394333333,Medium,United Kingdom,0,0,0
1024.55,58,24-09-2010 10:48,02-12-2010 15:18,69,17.66465517,VIP,United Kingdom,0.189041096,306.8115942,1025
374.45,62,16-03-2010 16:45,16-03-2010 16:45,0,6.039516129,Medium,United Kingdom,0,0,0
100,1,23-11-2010 11:56,23-11-2010 11:56,0,100,Low,United Kingdom,0,0,0
205.24,54,15-06-2010 12:50,15-06-2010 12:50,0,3.800740741,Medium,United Kingdom,0,0,0
496.26,24,15-12-2009 10:00,01-12-2010 12:51,351,20.6775,Medium,United Kingdom,0.961643836,24.95726496,497
171.7,5,10-02-2010 13:48,10-02-2010 13:48,0,34.34,Medium,United Kingdom,0,0,0
5266.77,499,03-12-2009 16:54,09-12-2010 16:57,371,10.5546493,VIP,United Kingdom,1.016438356,490.9299191,5267
348.75,21,09-02-2010 10:10,04-03-2010 13:01,23,16.60714286,Medium,United Kingdom,0.063013699,333.2608696,349
903.87,60,28-06-2010 11:55,22-08-2010 13:10,55,15.0645,High,United Kingdom,0.150684932,398.1818182,904
304.38,44,10-05-2010 14:28,10-05-2010 14:28,0,6.917727273,Medium,United Kingdom,0,0,0
325.3,49,13-10-2010 14:28,28-11-2010 11:08,45,6.63877551,Medium,United Kingdom,0.123287671,397.4444444,326
7712.71,410,03-12-2009 12:34,02-12-2010 14:49,364,18.8114878,VIP,United Kingdom,0.997260274,411.1263736,7713
1271.68,93,26-03-2010 12:23,19-09-2010 13:37,177,13.67397849,VIP,United Kingdom,0.484931507,191.779661,1272
135.95,7,28-05-2010 14:24,28-05-2010 14:24,0,19.42142857,Medium,United Kingdom,0,0,0
4067.12,89,25-01-2010 08:17,29-08-2010 12:43,216,45.69797753,VIP,United Kingdom,0.591780822,150.3935185,4068
948.03,176,18-08-2010 16:39,20-09-2010 14:49,32,5.386534091,High,United Kingdom,0.087671233,2007.5,949
167.4,8,30-03-2010 13:12,30-03-2010 13:12,0,20.925,Medium,United Kingdom,0,0,0
176.71,42,21-03-2010 14:16,21-03-2010 14:16,0,4.207380952,Medium,United Kingdom,0,0,0
1699.35,48,12-03-2010 12:34,08-11-2010 15:45,241,35.403125,VIP,United Kingdom,0.660273973,72.69709544,1700
11433.77,1049,07-03-2010 13:48,19-11-2010 14:27,257,10.89968541,VIP,United Kingdom,0.704109589,1489.824903,11434
519.95,90,17-01-2010 16:09,07-12-2010 15:39,323,5.777222222,High,United Kingdom,0.884931507,101.7027864,520
148.3,13,01-12-2009 10:49,01-12-2009 10:49,0,11.40769231,Medium,United Kingdom,0,0,0
4168.46,196,04-12-2009 14:35,26-10-2010 17:55,326,21.26765306,VIP,United Kingdom,0.893150685,219.4478528,4169
1504.7,54,14-04-2010 08:53,16-09-2010 19:17,155,27.86481481,VIP,United Kingdom,0.424657534,127.1612903,1505
2075.74,280,15-12-2009 13:21,06-12-2010 12:34,355,7.413357143,VIP,United Kingdom,0.97260274,287.8873239,2076
1439.72,73,05-05-2010 15:33,17-10-2010 10:13,164,19.72219178,VIP,United Kingdom,0.449315068,162.4695122,1440
409.98,10,23-11-2010 17:43,23-11-2010 17:43,0,40.998,Medium,United Kingdom,0,0,0
52.05,3,19-08-2010 12:50,19-08-2010 12:50,0,17.35,Low,United Kingdom,0,0,0
297.07,63,24-11-2010 14:29,24-11-2010 14:29,0,4.715396825,Medium,United Kingdom,0,0,0
2300.01,358,30-03-2010 17:25,24-08-2010 17:31,147,6.424608939,VIP,United Kingdom,0.402739726,888.9115646,2301
1393.66,95,10-12-2009 09:44,01-04-2010 11:51,112,14.67010526,VIP,United Kingdom,0.306849315,309.5982143,1394
633.02,145,27-01-2010 12:19,13-10-2010 10:17,258,4.365655172,High,United Kingdom,0.706849315,205.1356589,634
160.75,13,28-04-2010 14:45,28-04-2010 14:45,0,12.36538462,Medium,United Kingdom,0,0,0
87.3,6,02-12-2009 13:32,02-12-2009 13:32,0,14.55,Low,United Kingdom,0,0,0
333.81,22,28-11-2010 13:11,28-11-2010 13:11,0,15.17318182,Medium,United Kingdom,0,0,0
296.07,103,11-04-2010 13:37,16-09-2010 16:15,158,2.874466019,Medium,United Kingdom,0.432876712,237.943038,297
782.12,152,09-04-2010 16:54,02-11-2010 10:00,206,5.145526316,High,United Kingdom,0.564383562,269.3203883,783
1511.94,154,06-12-2009 16:07,17-06-2010 16:34,193,9.817792208,VIP,United Kingdom,0.528767123,291.2435233,1512
4376.41,545,01-12-2009 13:29,14-10-2010 15:45,317,8.030110092,VIP,United Kingdom,0.868493151,627.5236593,4377
3346.41,205,17-12-2009 11:59,25-11-2010 19:41,343,16.32395122,VIP,United Kingdom,0.939726027,218.148688,3347
392.2,42,11-08-2010 12:54,17-11-2010 08:42,97,9.338095238,Medium,United Kingdom,0.265753425,158.0412371,393
489.6,2,14-09-2010 10:43,07-12-2010 10:04,83,244.8,Medium,United Kingdom,0.22739726,8.795180723,490
385.19,18,30-05-2010 12:48,30-05-2010 12:48,0,21.39944444,Medium,United Kingdom,0,0,0
3071.36,290,24-01-2010 11:03,21-11-2010 12:31,301,10.59089655,VIP,United Kingdom,0.824657534,351.6611296,3072
1795.22,40,04-10-2010 09:37,31-10-2010 10:14,27,44.8805,VIP,United Kingdom,0.073972603,540.7407407,1796
1130.21,38,20-04-2010 13:38,21-04-2010 12:36,0,29.74236842,VIP,United Kingdom,0,0,0
1838.72,161,14-12-2009 14:36,26-10-2010 14:12,315,11.42062112,VIP,United Kingdom,0.863013699,186.5555556,1839
725.15,47,20-12-2009 12:35,28-09-2010 14:07,282,15.4287234,High,United Kingdom,0.77260274,60.83333333,726
3958.5,377,15-12-2009 11:49,19-09-2010 14:51,278,10.5,VIP,United Kingdom,0.761643836,494.9820144,3959
254,18,16-04-2010 12:15,16-04-2010 12:15,0,14.11111111,Medium,United Kingdom,0,0,0
296.36,10,18-08-2010 11:27,18-08-2010 11:27,0,29.636,Medium,United Kingdom,0,0,0
641.4,33,14-10-2010 13:35,16-11-2010 14:46,33,19.43636364,High,United Kingdom,0.090410959,365,642
470.16,30,09-12-2009 14:15,30-11-2010 10:02,355,15.672,Medium,United Kingdom,0.97260274,30.84507042,471
732.55,31,15-11-2010 14:55,25-11-2010 11:28,9,23.63064516,High,United Kingdom,0.024657534,1257.222222,733
1265.58,74,28-04-2010 10:51,11-10-2010 15:12,166,17.10243243,VIP,United Kingdom,0.454794521,162.7108434,1266
842.4,3,18-12-2009 09:58,02-03-2010 14:32,74,280.8,High,United Kingdom,0.202739726,14.7972973,843
506.67,72,13-08-2010 11:59,17-11-2010 16:11,96,7.037083333,High,United Kingdom,0.263013699,273.75,507
2547.28,61,23-03-2010 09:15,25-11-2010 14:27,247,41.75868852,VIP,United Kingdom,0.676712329,90.1417004,2548
1112.2,68,05-12-2009 16:01,06-10-2010 13:20,304,16.35588235,VIP,United Kingdom,0.832876712,81.64473684,1113
439.7,31,22-07-2010 13:07,01-12-2010 14:38,132,14.18387097,Medium,United Kingdom,0.361643836,85.71969697,440
3132.96,170,16-02-2010 08:44,10-11-2010 10:18,267,18.42917647,VIP,United Kingdom,0.731506849,232.3970037,3133
3141.4,154,16-12-2009 09:37,09-12-2010 14:28,358,20.3987013,VIP,United Kingdom,0.980821918,157.0111732,3142
198.6,5,08-02-2010 14:39,08-02-2010 14:40,0,39.72,Medium,United Kingdom,0,0,0
418.87,34,19-11-2010 16:41,19-11-2010 16:41,0,12.31970588,Medium,United Kingdom,0,0,0
710.4,46,24-08-2010 13:01,27-08-2010 10:23,2,15.44347826,High,United Kingdom,0.005479452,8395,711
1758.52,100,01-07-2010 12:17,29-07-2010 12:28,28,17.5852,VIP,United Kingdom,0.076712329,1303.571429,1759
1013.54,29,19-10-2010 10:20,08-12-2010 16:45,50,34.94965517,VIP,United Kingdom,0.136986301,211.7,1014
126,7,05-10-2010 14:52,05-10-2010 14:52,0,18,Medium,United Kingdom,0,0,0
835.33,46,18-11-2010 14:20,02-12-2010 16:46,14,18.15934783,High,United Kingdom,0.038356164,1199.285714,836
163.47,44,02-12-2009 16:02,02-12-2009 16:02,0,3.715227273,Medium,United Kingdom,0,0,0
412.92,15,17-12-2009 09:54,16-02-2010 09:38,60,27.528,Medium,United Kingdom,0.164383562,91.25,413
3372.92,152,04-03-2010 11:42,18-10-2010 10:26,227,22.19026316,VIP,United Kingdom,0.621917808,244.4052863,3373
561.59,37,29-03-2010 17:17,22-08-2010 13:14,145,15.17810811,High,United Kingdom,0.397260274,93.13793103,562
563.1,19,03-08-2010 13:12,03-08-2010 13:12,0,29.63684211,High,United Kingdom,0,0,0
1319.64,26,30-06-2010 12:03,19-08-2010 12:23,50,50.75538462,VIP,United Kingdom,0.136986301,189.8,1320
1895.19,114,23-02-2010 09:57,30-09-2010 12:19,219,16.62447368,VIP,United Kingdom,0.6,190,1896
2735.63,76,01-04-2010 18:48,03-09-2010 13:13,154,35.99513158,VIP,United Kingdom,0.421917808,180.1298701,2736
830.63,39,29-11-2010 11:53,09-12-2010 14:27,10,21.29820513,High,United Kingdom,0.02739726,1423.5,831
2600.46,96,26-01-2010 17:20,18-10-2010 13:34,264,27.088125,VIP,United Kingdom,0.723287671,132.7272727,2601
2578.91,289,19-03-2010 14:02,29-11-2010 15:26,255,8.923564014,VIP,United Kingdom,0.698630137,413.6666667,2579
300.66,11,06-12-2010 10:20,06-12-2010 10:20,0,27.33272727,Medium,United Kingdom,0,0,0
17885.32,423,10-12-2009 16:10,07-12-2010 13:22,361,42.28208038,VIP,United Kingdom,0.989041096,427.6869806,17886
1378.16,86,30-03-2010 10:49,08-12-2010 13:49,253,16.02511628,VIP,United Kingdom,0.693150685,124.0711462,1379
20329.68,408,16-12-2009 11:23,08-12-2010 12:08,357,49.82764706,VIP,United Kingdom,0.978082192,417.1428571,20330
301.65,12,15-04-2010 13:54,15-04-2010 13:54,0,25.1375,Medium,United Kingdom,0,0,0
1585.5,51,03-12-2009 17:32,06-07-2010 09:39,214,31.08823529,VIP,United Kingdom,0.58630137,86.98598131,1586
313.05,9,16-07-2010 16:07,21-11-2010 13:31,127,34.78333333,Medium,United Kingdom,0.347945205,25.86614173,314
731.2,14,15-01-2010 11:53,21-04-2010 17:22,96,52.22857143,High,United Kingdom,0.263013699,53.22916667,732
1982.45,120,08-03-2010 09:49,06-12-2010 13:35,273,16.52041667,VIP,United Kingdom,0.747945205,160.4395604,1983
819.01,46,03-06-2010 17:15,19-11-2010 10:11,168,17.80456522,High,United Kingdom,0.460273973,99.94047619,820
2751.64,83,11-02-2010 13:44,02-12-2010 14:42,294,33.15228916,VIP,United Kingdom,0.805479452,103.0442177,2752
2557.35,143,24-06-2010 09:49,12-10-2010 17:06,110,17.88356643,VIP,United Kingdom,0.301369863,474.5,2558
432.68,26,15-10-2010 12:30,15-10-2010 12:30,0,16.64153846,Medium,United Kingdom,0,0,0
304.2,19,11-11-2010 10:41,11-11-2010 10:41,0,16.01052632,Medium,United Kingdom,0,0,0
317.08,22,22-08-2010 13:54,16-11-2010 13:22,85,14.41272727,Medium,United Kingdom,0.232876712,94.47058824,318
2685.2,126,03-02-2010 14:26,08-12-2010 15:23,308,21.31111111,VIP,United Kingdom,0.843835616,149.3181818,2686
489.65,33,11-06-2010 11:50,06-12-2010 11:10,177,14.83787879,Medium,United Kingdom,0.484931507,68.05084746,490
2234.86,116,17-06-2010 11:14,08-11-2010 13:39,144,19.26603448,VIP,United Kingdom,0.394520548,294.0277778,2235
1412.85,66,26-05-2010 08:27,16-07-2010 10:22,51,21.40681818,VIP,United Kingdom,0.139726027,472.3529412,1413
980.7,26,28-01-2010 09:27,10-11-2010 14:44,286,37.71923077,High,United Kingdom,0.783561644,33.18181818,981
5393.88,250,10-12-2009 17:09,22-11-2010 09:55,346,21.57552,VIP,United Kingdom,0.947945205,263.7283237,5394
442,19,27-05-2010 11:53,20-08-2010 09:39,84,23.26315789,Medium,United Kingdom,0.230136986,82.55952381,442
4145.33,218,01-12-2009 11:37,23-11-2010 15:55,357,19.01527523,VIP,United Kingdom,0.978082192,222.8851541,4146
1319.67,79,04-11-2010 12:09,21-11-2010 13:15,17,16.70468354,VIP,United Kingdom,0.046575342,1696.176471,1320
296.1,23,17-10-2010 16:16,17-10-2010 16:16,0,12.87391304,Medium,United Kingdom,0,0,0
260.38,17,12-05-2010 09:47,10-09-2010 14:43,121,15.31647059,Medium,United Kingdom,0.331506849,51.28099174,261
10245.49,383,19-01-2010 12:13,08-12-2010 11:04,322,26.75062663,VIP,United Kingdom,0.882191781,434.1459627,10246
456.9,19,07-12-2009 12:19,28-11-2010 15:52,356,24.04736842,Medium,United Kingdom,0.975342466,19.48033708,457
620.85,39,12-10-2010 12:13,02-11-2010 08:57,20,15.91923077,High,United Kingdom,0.054794521,711.75,621
533.56,33,15-04-2010 14:48,26-08-2010 14:02,132,16.16848485,High,United Kingdom,0.361643836,91.25,534
293.5,20,12-10-2010 07:49,12-10-2010 07:49,0,14.675,Medium,United Kingdom,0,0,0
1198.09,76,09-06-2010 09:33,22-11-2010 16:50,166,15.76434211,VIP,United Kingdom,0.454794521,167.1084337,1199
1257.18,71,14-07-2010 10:41,11-10-2010 08:30,88,17.70676056,VIP,United Kingdom,0.24109589,294.4886364,1258
163.2,1,26-04-2010 12:17,26-04-2010 12:17,0,163.2,Medium,United Kingdom,0,0,0
10300.98,356,02-12-2009 17:18,08-11-2010 10:45,340,28.93533708,VIP,United Kingdom,0.931506849,382.1764706,10301
376.92,26,14-10-2010 12:54,14-10-2010 12:54,0,14.49692308,Medium,United Kingdom,0,0,0
299.83,17,05-03-2010 08:01,05-03-2010 08:01,0,17.63705882,Medium,United Kingdom,0,0,0
1572.97,83,10-05-2010 09:58,07-12-2010 10:43,211,18.95144578,VIP,United Kingdom,0.578082192,143.5781991,1573
307.21,11,18-02-2010 15:18,18-02-2010 15:18,0,27.92818182,Medium,United Kingdom,0,0,0
2006.32,104,29-11-2010 09:44,08-12-2010 12:41,9,19.29153846,VIP,United Kingdom,0.024657534,4217.777778,2007
102,2,29-11-2010 10:35,29-11-2010 10:35,0,51,Medium,United Kingdom,0,0,0
1092.06,64,26-01-2010 14:58,09-11-2010 13:37,286,17.0634375,VIP,United Kingdom,0.783561644,81.67832168,1093
1362.75,79,12-09-2010 14:58,31-10-2010 15:50,49,17.25,VIP,United Kingdom,0.134246575,588.4693878,1363
438.65,23,22-04-2010 15:03,22-04-2010 15:03,0,19.07173913,Medium,United Kingdom,0,0,0
2475.32,96,29-04-2010 11:48,22-11-2010 12:26,207,25.78458333,VIP,United Kingdom,0.567123288,169.2753623,2476
468.88,32,09-02-2010 12:37,28-03-2010 12:43,47,14.6525,Medium,United Kingdom,0.128767123,248.5106383,469
2166.42,122,09-08-2010 08:41,02-12-2010 09:29,115,17.75754098,VIP,United Kingdom,0.315068493,387.2173913,2167
741.69,43,07-03-2010 13:55,02-07-2010 10:01,116,17.24860465,High,United Kingdom,0.317808219,135.3017241,742
4134.91,206,30-07-2010 13:25,07-12-2010 10:32,129,20.07237864,VIP,United Kingdom,0.353424658,582.8682171,4135
2304.51,133,19-03-2010 10:07,09-11-2010 14:24,235,17.32714286,VIP,United Kingdom,0.643835616,206.5744681,2305
4939.24,102,07-12-2009 10:48,30-11-2010 09:52,357,48.42392157,VIP,United Kingdom,0.978082192,104.2857143,4940
426.9,9,11-01-2010 13:11,15-11-2010 16:33,308,47.43333333,Medium,United Kingdom,0.843835616,10.66558442,427
101.1,6,28-05-2010 12:11,29-10-2010 11:59,153,16.85,Medium,United Kingdom,0.419178082,14.31372549,102
1743.37,70,01-12-2009 13:16,07-10-2010 15:03,310,24.90528571,VIP,United Kingdom,0.849315068,82.41935484,1744
229.2,3,17-09-2010 14:54,17-09-2010 14:54,0,76.4,Medium,United Kingdom,0,0,0
326.74,15,24-11-2010 09:34,24-11-2010 09:34,0,21.78266667,Medium,United Kingdom,0,0,0
600.34,28,02-06-2010 09:03,19-08-2010 12:30,78,21.44071429,High,United Kingdom,0.21369863,131.025641,601
793.93,30,08-04-2010 12:54,25-08-2010 13:31,139,26.46433333,High,United Kingdom,0.380821918,78.77697842,794
358.15,17,30-06-2010 13:49,30-06-2010 13:49,0,21.06764706,Medium,United Kingdom,0,0,0
351.66,22,11-06-2010 14:56,11-06-2010 14:56,0,15.98454545,Medium,United Kingdom,0,0,0
157.86,32,14-10-2010 13:57,14-10-2010 13:57,0,4.933125,Medium,United Kingdom,0,0,0
382.06,69,06-01-2010 14:20,01-09-2010 15:49,238,5.537101449,Medium,United Kingdom,0.652054795,105.8193277,383
2786.57,134,11-12-2009 15:52,30-11-2010 11:31,353,20.79529851,VIP,United Kingdom,0.967123288,138.5552408,2787
728.75,84,10-11-2010 12:54,29-11-2010 12:20,18,8.675595238,High,United Kingdom,0.049315068,1703.333333,729
3773.11,559,13-01-2010 15:56,06-12-2010 13:41,326,6.749749553,VIP,United Kingdom,0.893150685,625.8742331,3774
1555.83,124,20-05-2010 13:18,08-10-2010 12:08,140,12.54701613,VIP,United Kingdom,0.383561644,323.2857143,1556
441.92,43,05-05-2010 11:40,11-11-2010 15:09,190,10.2772093,Medium,United Kingdom,0.520547945,82.60526316,442
631.34,51,28-02-2010 12:15,01-12-2010 15:08,276,12.37921569,High,United Kingdom,0.756164384,67.44565217,632
129.75,17,09-09-2010 17:40,09-09-2010 17:40,0,7.632352941,Medium,United Kingdom,0,0,0
71.15,13,18-02-2010 14:32,24-02-2010 13:34,5,5.473076923,Low,United Kingdom,0.01369863,949,72
741.02,78,03-12-2009 14:28,02-11-2010 17:12,334,9.50025641,High,United Kingdom,0.915068493,85.23952096,742
156.37,25,17-09-2010 12:45,17-09-2010 12:45,0,6.2548,Medium,United Kingdom,0,0,0
299.61,22,23-11-2010 14:17,23-11-2010 14:29,0,13.61863636,Medium,United Kingdom,0,0,0
141.85,18,25-10-2010 16:22,25-10-2010 16:22,0,7.880555556,Medium,United Kingdom,0,0,0
1210.83,84,02-12-2009 12:26,17-11-2010 13:42,350,14.41464286,VIP,United Kingdom,0.95890411,87.6,1211
3095.95,279,19-01-2010 11:33,21-11-2010 12:11,306,11.09659498,VIP,United Kingdom,0.838356164,332.7941176,3096
141.6,15,29-04-2010 13:21,29-09-2010 16:35,153,9.44,Medium,United Kingdom,0.419178082,35.78431373,142
187.3,46,12-11-2010 11:31,12-11-2010 11:31,0,4.07173913,Medium,United Kingdom,0,0,0
575.37,55,18-01-2010 14:32,13-07-2010 14:07,175,10.46127273,High,United Kingdom,0.479452055,114.7142857,576
2060.1,244,08-02-2010 16:06,07-11-2010 12:31,271,8.443032787,VIP,United Kingdom,0.742465753,328.6346863,2061
330.56,80,16-12-2009 14:59,18-11-2010 12:14,336,4.132,Medium,United Kingdom,0.920547945,86.9047619,331
197.7,10,16-02-2010 12:44,16-02-2010 12:44,0,19.77,Medium,United Kingdom,0,0,0
346.56,79,24-01-2010 11:21,10-02-2010 13:43,17,4.386835443,Medium,United Kingdom,0.046575342,1696.176471,347
679.02,29,22-11-2010 10:03,22-11-2010 11:15,0,23.41448276,High,United Kingdom,0,0,0
93.49,24,15-07-2010 12:50,15-07-2010 12:50,0,3.895416667,Low,United Kingdom,0,0,0
112.86,23,07-06-2010 16:08,07-06-2010 16:08,0,4.906956522,Medium,United Kingdom,0,0,0
271.44,38,23-05-2010 13:01,20-09-2010 14:14,120,7.143157895,Medium,United Kingdom,0.328767123,115.5833333,272
736.28,31,03-12-2010 13:43,03-12-2010 13:43,0,23.75096774,High,United Kingdom,0,0,0
171.25,15,16-02-2010 13:16,16-02-2010 13:16,0,11.41666667,Medium,United Kingdom,0,0,0
815.11,113,13-06-2010 13:30,26-11-2010 10:19,165,7.213362832,High,United Kingdom,0.452054795,249.969697,816
368.35,52,18-08-2010 13:08,29-08-2010 14:30,11,7.083653846,Medium,United Kingdom,0.030136986,1725.454545,369
147.3,7,20-01-2010 12:17,22-01-2010 10:18,1,21.04285714,Medium,United Kingdom,0.002739726,2555,148
661.04,141,14-10-2010 13:37,05-12-2010 12:23,51,4.68822695,High,United Kingdom,0.139726027,1009.117647,662
1191.44,160,15-12-2009 14:30,09-11-2010 14:33,329,7.4465,VIP,United Kingdom,0.901369863,177.5075988,1192
178.07,45,07-05-2010 11:42,07-05-2010 11:42,0,3.957111111,Medium,United Kingdom,0,0,0
3207.76,500,13-12-2009 16:03,15-11-2010 13:58,336,6.41552,VIP,United Kingdom,0.920547945,543.1547619,3208
770.03,81,17-01-2010 11:31,14-09-2010 14:32,240,9.50654321,High,United Kingdom,0.657534247,123.1875,771
3761.38,396,13-12-2009 13:39,02-12-2010 13:44,354,9.498434343,VIP,United Kingdom,0.969863014,408.3050847,3762
184.66,27,12-11-2010 13:53,12-11-2010 13:53,0,6.839259259,Medium,United Kingdom,0,0,0
383.78,91,01-12-2009 12:22,28-11-2010 14:01,362,4.217362637,Medium,United Kingdom,0.991780822,91.75414365,384
414.72,1,08-04-2010 14:36,08-04-2010 14:36,0,414.72,Medium,United Kingdom,0,0,0
437.87,89,04-01-2010 14:00,09-11-2010 16:21,309,4.91988764,Medium,United Kingdom,0.846575342,105.1294498,438
